Date,League,Team1,Team2,T1 Open,T1 DK,T2 Open,T2 DK
2025/04/29,mlb,Giants,Padres,-130,-122,+110,+102
2025/04/29,mlb,Angels,Mariners,+142,+180,-170,-218
2025/04/29,mlb,Marlins,Dodgers,+160,+170,-192,-205
2025/04/29,mlb,Cardinals,Reds,+114,+124,-135,-148
2025/04/28,mlb,Mets,Nationals,-162,-175,+136,+145
2025/04/28,mlb,Twins,Guardians,-105,+105,-115,-125
2025/04/28,mlb,Yankees,Orioles,-120,-135,+100,+114
2025/04/28,mlb,Cardinals,Reds,+102,+102,-122,-122
2025/04/28,mlb,Athletics,Rangers,-110,-105,-110,-115
2025/04/28,mlb,Tigers,Astros,-115,+105,-105,-125
2025/04/28,mlb,Braves,Rockies,-180,-180,+150,+150
2025/04/28,mlb,Marlins,Dodgers,+260,+235,-325,-290
2025/04/27,mlb,Blue Jays,Yankees,+160,+170,-192,-205
2025/04/27,mlb,Mets,Nationals,-155,-155,+130,+130
2025/04/27,mlb,Angels,Twins,+124,+150,-148,-180
2025/04/27,mlb,Red Sox,Guardians,-105,-120,-115,+100
2025/04/27,mlb,Orioles,Tigers,+160,+205,-192,-250
2025/04/27,mlb,Astros,Royals,-130,-135,+110,+114
2025/04/27,mlb,Brewers,Cardinals,+100,-108,-120,-112
2025/04/27,mlb,Reds,Rockies,-155,-155,+130,+130
2025/04/27,mlb,Rangers,Giants,+110,+120,-130,-142
2025/04/27,mlb,White Sox,Athletics,+180,+160,-218,-192
2025/04/27,mlb,Rays,Padres,+102,-115,-122,-105
2025/04/27,mlb,Marlins,Mariners,+140,+120,-166,-142
2025/04/27,mlb,Pirates,Dodgers,+250,+275,-310,-345
2025/04/27,mlb,Braves,Diamondbacks,-115,-120,-105,-110
2025/04/27,mlb,Blue Jays,Yankees,+136,+136,-162,-162
2025/04/27,mlb,Phillies,Cubs,-108,n/a,-112,n/a
2025/04/26,mlb,Red Sox,Guardians,-112,-115,-108,-105
2025/04/26,mlb,Orioles,Tigers,+105,+114,-125,-135
2025/04/26,mlb,Angels,Twins,+100,+114,-120,-135
2025/04/26,mlb,Brewers,Cardinals,+130,+124,-155,-148
2025/04/26,mlb,Reds,Rockies,-192,-205,+160,+170
2025/04/26,mlb,Phillies,Cubs,-112,-115,-108,-105
2025/04/26,mlb,Mets,Nationals,-180,-198,+150,+164
2025/04/26,mlb,Rangers,Giants,-108,+124,-112,-148
2025/04/26,mlb,White Sox,Athletics,+180,+195,-218,-238
2025/04/26,mlb,Red Sox,Guardians,-105,-122,-115,+102
2025/04/26,mlb,Orioles,Tigers,-110,-122,-110,+102
2025/04/26,mlb,Astros,Royals,-142,-142,+120,+120
2025/04/26,mlb,Braves,Diamondbacks,+100,+105,-120,-125
2025/04/26,mlb,Rays,Padres,+130,+124,-155,-148
2025/04/26,mlb,Pirates,Dodgers,+210,+245,-258,-305
2025/04/26,mlb,Marlins,Mariners,+185,+195,-225,-238
2025/04/26,mlb,Blue Jays,Yankees,+150,+170,-180,-205
2025/04/25,mlb,Phillies,Cubs,+110,+130,-130,-155
2025/04/25,mlb,Mets,Nationals,-175,-185,+145,+154
2025/04/25,mlb,Blue Jays,Yankees,+130,+124,-155,-148
2025/04/25,mlb,Angels,Twins,+154,+164,-185,-198
2025/04/25,mlb,Astros,Royals,-118,-112,-102,-108
2025/04/25,mlb,Brewers,Cardinals,+100,+110,-120,-130
2025/04/25,mlb,Reds,Rockies,-142,-142,+120,+120
2025/04/25,mlb,Rays,Padres,+130,+124,-155,-148
2025/04/25,mlb,Braves,Diamondbacks,-115,-130,-105,+110
2025/04/25,mlb,Marlins,Mariners,+195,+245,-238,-305
2025/04/25,mlb,White Sox,Athletics,+195,+200,-238,-245
2025/04/25,mlb,Pirates,Dodgers,+160,+190,-192,-230
2025/04/25,mlb,Rangers,Giants,-110,+110,-110,-130
2025/04/25,mlb,Orioles,Tigers,+110,+102,-130,-122
2025/04/25,mlb,Red Sox,Guardians,-108,-110,-112,-110
2025/04/24,mlb,White Sox,Twins,+200,+185,-245,-225
2025/04/24,mlb,Mariners,Red Sox,+140,+150,-166,-180
2025/04/24,mlb,Rockies,Royals,+210,+260,-258,-325
2025/04/24,mlb,Brewers,Giants,+120,+130,-142,-155
2025/04/24,mlb,Rockies,Royals,+164,+164,-198,-198
2025/04/24,mlb,Orioles,Nationals,-108,+105,-112,-125
2025/04/24,mlb,Pirates,Angels,+130,+140,-155,-166
2025/04/24,mlb,Rays,Diamondbacks,+114,+120,-135,-142
2025/04/24,mlb,Rangers,Athletics,-148,-142,+124,+120
2025/04/23,mlb,Cardinals,Braves,n/a,+130,n/a,-155
2025/04/23,mlb,Padres,Tigers,n/a,+136,n/a,-162
2025/04/23,mlb,Yankees,Guardians,n/a,-162,n/a,+136
2025/04/23,mlb,Phillies,Mets,n/a,-118,n/a,-102
2025/04/23,mlb,Reds,Marlins,n/a,-112,n/a,-108
2025/04/23,mlb,Mariners,Red Sox,n/a,+120,n/a,-142
2025/04/23,mlb,Orioles,Nationals,n/a,-148,n/a,+124
2025/04/23,mlb,Dodgers,Cubs,n/a,+114,n/a,-135
2025/04/23,mlb,Blue Jays,Astros,n/a,-105,n/a,-115
2025/04/23,mlb,White Sox,Twins,n/a,+225,n/a,-278
2025/04/23,mlb,Pirates,Angels,n/a,+114,n/a,-135
2025/04/23,mlb,Rays,Diamondbacks,n/a,+130,n/a,-155
2025/04/23,mlb,Brewers,Giants,n/a,+124,n/a,-148
2025/04/23,mlb,Rangers,Athletics,n/a,-105,n/a,-115
2025/04/23,mlb,Rockies,Royals,n/a,+160,n/a,-192
2025/04/22,mlb,Yankees,Guardians,-105,+102,-115,-122
2025/04/22,mlb,Padres,Tigers,-108,+120,-112,-142
2025/04/22,mlb,Reds,Marlins,-125,-115,+105,-105
2025/04/22,mlb,Mariners,Red Sox,+110,+100,-130,-120
2025/04/22,mlb,Orioles,Nationals,-135,-130,+114,+110
2025/04/22,mlb,Phillies,Mets,-125,-135,+105,+114
2025/04/22,mlb,Cardinals,Braves,+185,+120,-225,-142
2025/04/22,mlb,White Sox,Twins,+205,+205,-250,-250
2025/04/22,mlb,Rockies,Royals,+170,+220,-205,-270
2025/04/22,mlb,Dodgers,Cubs,-125,-115,+105,-105
2025/04/22,mlb,Blue Jays,Astros,+100,-122,-120,+102
2025/04/22,mlb,Pirates,Angels,+140,+154,-166,-185
2025/04/22,mlb,Rays,Diamondbacks,+130,+160,-155,-192
2025/04/22,mlb,Brewers,Giants,+105,+124,-125,-148
2025/04/22,mlb,Rangers,Athletics,+105,+102,-125,-122
2025/04/21,mlb,White Sox,Red Sox,+230,+240,-285,-298
2025/04/21,mlb,Yankees,Guardians,-120,-130,+100,+110
2025/04/21,mlb,Padres,Tigers,+110,+114,-130,-135
2025/04/21,mlb,Reds,Marlins,-135,-118,+114,-102
2025/04/21,mlb,Phillies,Mets,+100,+114,-120,-135
2025/04/21,mlb,Cardinals,Braves,+154,+180,-185,-218
2025/04/21,mlb,Blue Jays,Astros,+120,+120,-142,-142
2025/04/21,mlb,Brewers,Giants,+124,+114,-148,-135
2025/04/20,mlb,Guardians,Pirates,-105,+105,-115,-125
2025/04/20,mlb,Marlins,Phillies,+230,+260,-285,-325
2025/04/20,mlb,White Sox,Red Sox,+215,+235,-265,-290
2025/04/20,mlb,Reds,Orioles,+136,+164,-162,-198
2025/04/20,mlb,Twins,Braves,+110,-105,-130,-115
2025/04/20,mlb,Mariners,Blue Jays,-125,-110,+105,-110
2025/04/20,mlb,Royals,Tigers,+170,+185,-205,-225
2025/04/20,mlb,Yankees,Rays,-142,-166,+120,+140
2025/04/20,mlb,Cardinals,Mets,+120,+124,-142,-148
2025/04/20,mlb,Athletics,Brewers,-110,+120,-110,-142
2025/04/20,mlb,Diamondbacks,Cubs,+105,+120,-125,-142
2025/04/20,mlb,Dodgers,Rangers,-135,-155,+114,+130
2025/04/20,mlb,Nationals,Rockies,-115,-102,-105,-118
2025/04/20,mlb,Giants,Angels,-112,-105,-108,-115
2025/04/20,mlb,Padres,Astros,+110,-102,-130,-118
2025/04/20,mlb,Nationals,Rockies,-120,-115,+100,-105
2025/04/19,mlb,Marlins,Phillies,+180,+180,-218,-218
2025/04/19,mlb,Royals,Tigers,+102,+114,-122,-135
2025/04/19,mlb,Diamondbacks,Cubs,-115,+110,-105,-130
2025/04/19,mlb,Mariners,Blue Jays,-130,-120,+110,+100
2025/04/19,mlb,Reds,Orioles,-115,+100,-105,-120
2025/04/19,mlb,Guardians,Pirates,+150,+145,-180,-175
2025/04/19,mlb,Cardinals,Mets,+145,+170,-175,-205
2025/04/19,mlb,Dodgers,Rangers,-125,-105,+105,-115
2025/04/19,mlb,White Sox,Red Sox,+250,+285,-310,-360
2025/04/19,mlb,Nationals,Rockies,-130,-135,+110,+114
2025/04/19,mlb,Yankees,Rays,+114,+110,-135,-130
2025/04/19,mlb,Athletics,Brewers,+110,+110,-130,-130
2025/04/19,mlb,Padres,Astros,-120,-130,+100,+110
2025/04/19,mlb,Twins,Braves,+170,+190,-205,-230
2025/04/19,mlb,Giants,Angels,-125,-148,+105,+124
2025/04/18,mlb,Diamondbacks,Cubs,-135,-112,+114,-108
2025/04/18,mlb,Guardians,Pirates,-122,-125,+102,+105
2025/04/18,mlb,Royals,Tigers,-130,-142,+110,+120
2025/04/18,mlb,Marlins,Phillies,+170,+195,-205,-238
2025/04/18,mlb,Reds,Orioles,+130,+140,-155,-166
2025/04/18,mlb,Yankees,Rays,-110,-120,-110,+100
2025/04/18,mlb,Mariners,Blue Jays,-115,+110,-105,-130
2025/04/18,mlb,White Sox,Red Sox,+190,+195,-230,-238
2025/04/18,mlb,Cardinals,Mets,+140,+170,-166,-205
2025/04/18,mlb,Twins,Braves,+120,+120,-142,-142
2025/04/18,mlb,Dodgers,Rangers,-142,-125,+120,+105
2025/04/18,mlb,Padres,Astros,+110,+140,-130,-180
2025/04/18,mlb,Athletics,Brewers,+136,+150,-162,-180
2025/04/18,mlb,Giants,Angels,-148,-162,+124,+136
2025/04/18,mlb,Nationals,Rockies,-135,-135,+114,+114
2025/04/17,mlb,Diamondbacks,Marlins,-155,-142,+130,+120
2025/04/17,mlb,Nationals,Pirates,+100,+124,-120,-148
2025/04/17,mlb,Mariners,Reds,-125,+110,+105,-130
2025/04/17,mlb,Athletics,White Sox,-155,-130,+130,+110
2025/04/17,mlb,Giants,Phillies,+140,+170,-166,-205
2025/04/17,mlb,Guardians,Orioles,-120,+105,+100,-125
2025/04/17,mlb,Royals,Tigers,+114,+130,-135,-155
2025/04/17,mlb,Yankees,Rays,+102,-105,-122,-115
2025/04/17,mlb,Cardinals,Mets,+124,+120,-148,-142
2025/04/17,mlb,Angels,Rangers,+114,+136,-135,-162
2025/04/16,mlb,Braves,Blue Jays,-148,-130,+124,+110
2025/04/16,mlb,Mets,Twins,-110,+100,-110,-120
2025/04/16,mlb,Tigers,Brewers,+110,+124,-130,-148
2025/04/16,mlb,Astros,Cardinals,-112,-112,-108,-108
2025/04/16,mlb,Cubs,Padres,-105,-102,-115,-118
2025/04/16,mlb,Guardians,Orioles,+100,+110,-120,-130
2025/04/16,mlb,Mariners,Reds,-122,-112,+102,-108
2025/04/16,mlb,Nationals,Pirates,-110,+102,-110,-122
2025/04/16,mlb,Diamondbacks,Marlins,-155,-148,+130,+124
2025/04/16,mlb,Giants,Phillies,+110,+130,-130,-155
2025/04/16,mlb,Royals,Yankees,+140,+130,-166,-155
2025/04/16,mlb,Red Sox,Rays,+124,+114,-148,-135
2025/04/16,mlb,Athletics,White Sox,-155,-162,+130,+136
2025/04/16,mlb,Angels,Rangers,-115,-130,-105,+110
2025/04/16,mlb,Rockies,Dodgers,+250,+250,-310,-310
2025/04/15,mlb,Mariners,Reds,-120,-115,+100,-105
2025/04/15,mlb,Diamondbacks,Marlins,-166,-166,+140,+140
2025/04/15,mlb,Nationals,Pirates,+110,+105,-130,-125
2025/04/15,mlb,Giants,Phillies,+124,+140,-148,-166
2025/04/15,mlb,Guardians,Orioles,+114,+130,-135,-155
2025/04/15,mlb,Red Sox,Rays,+105,+105,-125,-125
2025/04/15,mlb,Royals,Yankees,+154,+200,-185,-245
2025/04/15,mlb,Braves,Blue Jays,-130,-112,+110,-108
2025/04/15,mlb,Mets,Twins,-118,-112,-102,-108
2025/04/15,mlb,Tigers,Brewers,-125,-110,+105,-110
2025/04/15,mlb,Athletics,White Sox,-155,-155,+130,+130
2025/04/15,mlb,Astros,Cardinals,-120,-130,+100,+110
2025/04/15,mlb,Angels,Rangers,+110,+110,-130,-130
2025/04/15,mlb,Cubs,Padres,-122,-155,+102,+130
2025/04/15,mlb,Rockies,Dodgers,+250,+245,-310,-305
2025/04/14,mlb,Nationals,Pirates,+170,+170,-205,-205
2025/04/14,mlb,Giants,Phillies,+114,-102,-135,-118
2025/04/14,mlb,Royals,Yankees,+105,+120,-125,-142
2025/04/14,mlb,Red Sox,Rays,+105,-102,-125,-118
2025/04/14,mlb,Braves,Blue Jays,-105,-112,-115,-108
2025/04/14,mlb,Mets,Twins,-108,-105,-112,-115
2025/04/14,mlb,Tigers,Brewers,-155,-162,+130,+136
2025/04/14,mlb,Astros,Cardinals,-120,-108,+100,-112
2025/04/14,mlb,Cubs,Padres,+142,+124,-170,-148
2025/04/14,mlb,Rockies,Dodgers,+260,+280,-325,-355
2025/04/13,mlb,Blue Jays,Orioles,+105,+114,-125,-135
2025/04/13,mlb,Giants,Yankees,+100,+100,-120,-120
2025/04/13,mlb,Pirates,Reds,+154,+154,-185,-185
2025/04/13,mlb,Nationals,Marlins,-135,-148,+114,+124
2025/04/13,mlb,Royals,Guardians,-130,-135,+110,+114
2025/04/13,mlb,Braves,Rays,-125,-166,+105,+140
2025/04/13,mlb,Angels,Astros,+124,+140,-148,-166
2025/04/13,mlb,Tigers,Twins,-102,-105,-118,-115
2025/04/13,mlb,Red Sox,White Sox,-238,-245,+195,+200
2025/04/13,mlb,Phillies,Cardinals,-192,-170,+160,+142
2025/04/13,mlb,Mets,Athletics,-142,-148,+120,+124
2025/04/13,mlb,Rockies,Padres,+195,+205,-238,-250
2025/04/13,mlb,Rangers,Mariners,+110,+124,-130,-148
2025/04/13,mlb,Brewers,Diamondbacks,+100,+102,-120,-122
2025/04/13,mlb,Cubs,Dodgers,+215,+195,-265,-238
2025/04/12,mlb,Tigers,Twins,-110,+140,-110,-166
2025/04/12,mlb,Phillies,Cardinals,-148,-175,+124,+145
2025/04/12,mlb,Giants,Yankees,+114,+114,-135,-135
2025/04/12,mlb,Mets,Athletics,-135,-135,+114,+114
2025/04/12,mlb,Blue Jays,Orioles,+105,+102,-125,-122
2025/04/12,mlb,Braves,Rays,+120,+110,-142,-130
2025/04/12,mlb,Red Sox,White Sox,-155,-162,+130,+136
2025/04/12,mlb,Nationals,Marlins,+124,+120,-148,-142
2025/04/12,mlb,Royals,Guardians,-102,+114,-118,-135
2025/04/12,mlb,Pirates,Reds,+110,+100,-130,-120
2025/04/12,mlb,Angels,Astros,+120,+140,-142,-166
2025/04/12,mlb,Brewers,Diamondbacks,+145,+150,-175,-180
2025/04/12,mlb,Rockies,Padres,+142,+145,-170,-175
2025/04/12,mlb,Cubs,Dodgers,+154,+154,-185,-185
2025/04/12,mlb,Rangers,Mariners,+120,+120,-142,-142
2025/04/11,mlb,Royals,Guardians,+120,+110,-142,-130
2025/04/11,mlb,Pirates,Reds,+130,+142,-155,-170
2025/04/11,mlb,Giants,Yankees,+102,+120,-122,-142
2025/04/11,mlb,Braves,Rays,-108,+120,-112,-142
2025/04/11,mlb,Nationals,Marlins,-125,-115,+105,-105
2025/04/11,mlb,Red Sox,White Sox,-166,-166,+140,+140
2025/04/11,mlb,Tigers,Twins,-105,+102,-115,-122
2025/04/11,mlb,Angels,Astros,+130,+120,-155,-142
2025/04/11,mlb,Phillies,Cardinals,-142,-120,+120,-110
2025/04/11,mlb,Rangers,Mariners,-130,-120,+110,+100
2025/04/11,mlb,Brewers,Diamondbacks,+130,+136,-155,-162
2025/04/11,mlb,Rockies,Padres,+190,+180,-230,-218
2025/04/11,mlb,Mets,Athletics,-142,-135,+120,+114
2025/04/11,mlb,Cubs,Dodgers,+160,+154,-192,-185
2025/04/11,mlb,Blue Jays,Orioles,-105,+105,-115,-125
2025/04/10,mlb,White Sox,Guardians,+180,+205,-218,-250
2025/04/10,mlb,Angels,Rays,+124,+105,-148,-125
2025/04/10,mlb,Twins,Royals,+102,-102,-122,-118
2025/04/10,mlb,Brewers,Rockies,-115,-130,-105,+110
2025/04/10,mlb,Blue Jays,Red Sox,-108,+114,-112,-135
2025/04/10,mlb,Phillies,Braves,+105,+114,-125,-135
2025/04/09,mlb,Cardinals,Pirates,-118,-110,-102,-110
2025/04/09,mlb,Yankees,Tigers,-142,-142,+120,+120
2025/04/09,mlb,Marlins,Mets,+195,+180,-238,-218
2025/04/09,mlb,Rangers,Cubs,+130,+145,-155,-175
2025/04/09,mlb,Padres,Athletics,-130,+114,+110,-135
2025/04/09,mlb,Orioles,Diamondbacks,+102,+100,-122,-120
2025/04/09,mlb,Reds,Giants,+124,+120,-148,-142
2025/04/09,mlb,Dodgers,Nationals,-175,-198,+145,+164
2025/04/09,mlb,Astros,Mariners,-120,-142,+100,+120
2025/04/09,mlb,White Sox,Guardians,+170,+150,-205,-180
2025/04/09,mlb,Blue Jays,Red Sox,+105,+114,-125,-135
2025/04/09,mlb,Angels,Rays,+120,+130,-142,-155
2025/04/09,mlb,Phillies,Braves,+102,+120,-122,-142
2025/04/09,mlb,Twins,Royals,-102,-112,-118,-108
2025/04/09,mlb,Brewers,Rockies,-142,-148,+120,+124
2025/04/08,mlb,Yankees,Tigers,n/a,+136,n/a,-162
2025/04/08,mlb,Marlins,Mets,n/a,+235,n/a,-290
2025/04/08,mlb,White Sox,Guardians,n/a,+170,n/a,-205
2025/04/08,mlb,Cardinals,Pirates,n/a,+120,n/a,-142
2025/04/08,mlb,Blue Jays,Red Sox,n/a,+190,n/a,-230
2025/04/08,mlb,Dodgers,Nationals,n/a,-185,n/a,+154
2025/04/08,mlb,Angels,Rays,n/a,+150,n/a,-180
2025/04/08,mlb,Phillies,Braves,n/a,-102,n/a,-118
2025/04/08,mlb,Twins,Royals,n/a,+102,n/a,-122
2025/04/08,mlb,Rangers,Cubs,n/a,+130,n/a,-155
2025/04/08,mlb,Brewers,Rockies,n/a,-166,n/a,+140
2025/04/08,mlb,Orioles,Diamondbacks,n/a,-115,n/a,-105
2025/04/08,mlb,Astros,Mariners,n/a,+105,n/a,-125
2025/04/08,mlb,Reds,Giants,n/a,+110,n/a,-130
2025/04/08,mlb,Padres,Athletics,n/a,-130,n/a,+110
2025/04/07,mlb,Yankees,Tigers,-142,-148,+120,+124
2025/04/07,mlb,Cardinals,Pirates,-125,-115,+105,-105
2025/04/07,mlb,Dodgers,Nationals,-155,-185,+130,+154
2025/04/07,mlb,Blue Jays,Red Sox,+120,+110,-142,-130
2025/04/07,mlb,Marlins,Mets,+200,+235,-245,-290
2025/04/07,mlb,Rangers,Cubs,+102,+110,-122,-130
2025/04/07,mlb,Twins,Royals,+100,-105,-120,-115
2025/04/07,mlb,Astros,Mariners,+142,+140,-170,-166
2025/04/07,mlb,Orioles,Diamondbacks,+105,+105,-125,-125
2025/04/07,mlb,Reds,Giants,+114,+136,-135,-162
2025/04/07,mlb,Padres,Athletics,-142,-155,+120,+130
2025/04/06,mlb,Cardinals,Red Sox,n/a,n/a,n/a,n/a
2025/04/06,mlb,Dodgers,Phillies,-122,-130,+102,+110
2025/04/06,mlb,Diamondbacks,Nationals,-180,-180,+150,+150
2025/04/06,mlb,Yankees,Pirates,-148,-170,+124,+142
2025/04/06,mlb,Blue Jays,Mets,+105,+130,-125,-155
2025/04/06,mlb,White Sox,Tigers,+185,+154,-225,-185
2025/04/06,mlb,Astros,Twins,-108,-105,-112,-115
2025/04/06,mlb,Reds,Brewers,+114,+120,-135,-142
2025/04/06,mlb,Orioles,Royals,-108,-105,-112,-115
2025/04/06,mlb,Padres,Cubs,+114,+124,-135,-148
2025/04/06,mlb,Rays,Rangers,-115,-108,-105,-112
2025/04/06,mlb,Athletics,Rockies,-112,-105,-108,-115
2025/04/06,mlb,Mariners,Giants,+102,-102,-122,-118
2025/04/06,mlb,Guardians,Angels,-122,-108,+102,-112
2025/04/06,mlb,Cardinals,Red Sox,-112,+110,-108,-130
2025/04/06,mlb,Marlins,Braves,+130,+142,-155,-170
2025/04/05,mlb,White Sox,Tigers,+185,+205,-225,-250
2025/04/05,mlb,Astros,Twins,-102,+110,-118,-130
2025/04/05,mlb,Padres,Cubs,+102,-102,-122,-118
2025/04/05,mlb,Diamondbacks,Nationals,-135,-135,+114,+114
2025/04/05,mlb,Yankees,Pirates,-155,-162,+130,+136
2025/04/05,mlb,Dodgers,Phillies,-108,-112,-112,-108
2025/04/05,mlb,Orioles,Royals,-105,-105,-115,-115
2025/04/05,mlb,Rays,Rangers,+150,+160,-180,-192
2025/04/05,mlb,Blue Jays,Mets,+105,+114,-125,-135
2025/04/05,mlb,Reds,Brewers,-112,+110,-108,-130
2025/04/05,mlb,Marlins,Braves,+185,+210,-225,-258
2025/04/05,mlb,Athletics,Rockies,-115,-108,-105,-112
2025/04/05,mlb,Mariners,Giants,+102,+102,-122,-122
2025/04/05,mlb,Guardians,Angels,-148,-155,+124,+130
2025/04/04,mlb,White Sox,Tigers,+205,+215,-250,-265
2025/04/04,mlb,Cardinals,Red Sox,+136,+102,-162,-122
2025/04/04,mlb,Padres,Cubs,+130,+140,-155,-166
2025/04/04,mlb,Blue Jays,Mets,+120,+120,-142,-142
2025/04/04,mlb,Athletics,Rockies,-110,-115,-110,-105
2025/04/04,mlb,Yankees,Pirates,-155,-180,+130,+150
2025/04/04,mlb,Mariners,Giants,+105,+124,-125,-148
2025/04/04,mlb,Diamondbacks,Nationals,-142,-166,+120,+140
2025/04/04,mlb,Dodgers,Phillies,-142,-135,+120,+114
2025/04/04,mlb,Marlins,Braves,+180,+200,-218,-245
2025/04/04,mlb,Orioles,Royals,-102,-108,-118,-112
2025/04/04,mlb,Rays,Rangers,+110,+114,-130,-135
2025/04/04,mlb,Reds,Brewers,+100,+110,-120,-130
2025/04/04,mlb,Guardians,Angels,-120,-120,+100,+100
2025/04/03,mlb,Red Sox,Orioles,-108,+105,-112,-125
2025/04/03,mlb,Rockies,Phillies,+170,+185,-205,-225
2025/04/03,mlb,Astros,Twins,+100,+120,-120,-142
2025/04/03,mlb,Diamondbacks,Yankees,-110,+120,-110,-142
2025/04/03,mlb,Reds,Brewers,-110,+100,-110,-120
2025/04/02,mlb,Rangers,Reds,+105,+114,-125,-135
2025/04/02,mlb,Pirates,Rays,-118,-115,-102,-105
2025/04/02,mlb,Royals,Brewers,-105,+105,-115,-125
2025/04/02,mlb,Angels,Cardinals,+120,+130,-142,-155
2025/04/02,mlb,Twins,White Sox,-185,-198,+154,+164
2025/04/02,mlb,Nationals,Blue Jays,-135,-105,+114,-115
2025/04/02,mlb,Cubs,Athletics,-115,-102,-105,-118
2025/04/02,mlb,Tigers,Mariners,+105,-125,-125,+105
2025/04/02,mlb,Guardians,Padres,+150,+154,-180,-185
2025/04/02,mlb,Giants,Astros,+140,+145,-166,-175
2025/04/02,mlb,Mets,Marlins,-185,-218,+154,+180
2025/04/02,mlb,Red Sox,Orioles,-112,-130,-108,+110
2025/04/02,mlb,Rockies,Phillies,+260,+260,-325,-325
2025/04/02,mlb,Diamondbacks,Yankees,+114,+124,-135,-148
2025/04/02,mlb,Braves,Dodgers,+180,+190,-218,-230
2025/04/01,mlb,Mets,Marlins,-162,-155,+136,+130
2025/04/01,mlb,Rangers,Reds,-142,-155,+120,+130
2025/04/01,mlb,Pirates,Rays,+130,+140,-155,-166
2025/04/01,mlb,Diamondbacks,Yankees,-115,-125,-105,+105
2025/04/01,mlb,Nationals,Blue Jays,+130,+136,-155,-162
2025/04/01,mlb,Twins,White Sox,-192,-166,+160,+140
2025/04/01,mlb,Royals,Brewers,-110,+105,-110,-125
2025/04/01,mlb,Angels,Cardinals,+114,+120,-135,-142
2025/04/01,mlb,Giants,Astros,-120,-135,+100,+114
2025/04/01,mlb,Tigers,Mariners,+136,+145,-162,-175
2025/04/01,mlb,Guardians,Padres,+136,+150,-162,-180
2025/04/01,mlb,Cubs,Athletics,-125,-135,+105,+114
2025/04/01,mlb,Braves,Dodgers,+110,+110,-130,-130
2025/03/31,mlb,Twins,White Sox,-162,-198,+136,+164
2025/03/31,mlb,Royals,Brewers,-108,+100,-112,-120
2025/03/31,mlb,Red Sox,Orioles,+120,+120,-142,-142
2025/03/31,mlb,Rockies,Phillies,+195,+260,-238,-325
2025/03/31,mlb,Mets,Marlins,-166,-192,+140,+160
2025/03/31,mlb,Rangers,Reds,-115,-120,-105,+100
2025/03/31,mlb,Pirates,Rays,+140,+150,-166,-180
2025/03/31,mlb,Nationals,Blue Jays,+136,+145,-162,-175
2025/03/31,mlb,Angels,Cardinals,+114,+136,-135,-162
2025/03/31,mlb,Giants,Astros,+100,+114,-120,-135
2025/03/31,mlb,Guardians,Padres,+114,+114,-135,-135
2025/03/31,mlb,Tigers,Mariners,+100,+102,-120,-122
2025/03/31,mlb,Cubs,Athletics,-125,-148,+105,+124
2025/03/31,mlb,Braves,Dodgers,+164,+185,-198,-225
2025/03/30,mlb,Phillies,Nationals,-162,-142,+136,+120
2025/03/30,mlb,Brewers,Yankees,+114,+124,-135,-148
2025/03/30,mlb,Orioles,Blue Jays,+110,+114,-130,-135
2025/03/30,mlb,Pirates,Marlins,-115,+105,-105,-125
2025/03/30,mlb,Rockies,Rays,+164,+164,-198,-198
2025/03/30,mlb,Giants,Reds,-120,-115,+100,-105
2025/03/30,mlb,Guardians,Royals,-110,-105,-110,-115
2025/03/30,mlb,Angels,White Sox,-142,-125,+120,+105
2025/03/30,mlb,Twins,Cardinals,-118,-112,-102,-108
2025/03/30,mlb,Red Sox,Rangers,+150,+136,-180,-162
2025/03/30,mlb,Athletics,Mariners,+140,+154,-166,-185
2025/03/30,mlb,Cubs,Diamondbacks,+100,+102,-120,-122
2025/03/30,mlb,Braves,Padres,+110,+110,-130,-130
2025/03/29,mlb,Brewers,Yankees,+120,+140,-142,-166
2025/03/29,mlb,Angels,White Sox,-148,-162,+124,+136
2025/03/29,mlb,Twins,Cardinals,-120,-112,+100,-108
2025/03/29,mlb,Orioles,Blue Jays,+105,+105,-125,-125
2025/03/29,mlb,Phillies,Nationals,-155,-155,+130,+130
2025/03/29,mlb,Rockies,Rays,+170,+164,-205,-198
2025/03/29,mlb,Pirates,Marlins,-125,-125,+105,+105
2025/03/29,mlb,Giants,Reds,+105,+100,-125,-120
2025/03/29,mlb,Guardians,Royals,+110,+100,-130,-120
2025/03/29,mlb,Red Sox,Rangers,-110,-105,-110,-115
2025/03/29,mlb,Mets,Astros,+105,+105,-125,-125
2025/03/29,mlb,Braves,Padres,-142,-155,+120,+130
2025/03/29,mlb,Cubs,Diamondbacks,+102,+102,-122,-122
2025/03/29,mlb,Tigers,Dodgers,+170,+164,-205,-198
2025/03/29,mlb,Athletics,Mariners,+130,+150,-155,-180
2025/03/28,mlb,Rockies,Rays,+185,+180,-225,-218
2025/03/28,mlb,Orioles,Blue Jays,n/a,+110,n/a,-130
2025/03/28,mlb,Pirates,Marlins,n/a,-148,n/a,+124
2025/03/28,mlb,Red Sox,Rangers,n/a,-115,n/a,-105
2025/03/28,mlb,Mets,Astros,n/a,+100,n/a,-120
2025/03/28,mlb,Cubs,Diamondbacks,n/a,+120,n/a,-142
2025/03/28,mlb,Athletics,Mariners,n/a,+124,n/a,-148
2025/03/28,mlb,Braves,Padres,n/a,+110,n/a,-130
